,chromosome,subsets,Q
1002,"[  2   8   3   2   0   0   4 100   3  11  13   9  11  11   9  13  18  12
  11   9  28  28  20  25  23  23  27  20  22  37  37  30  33  29  32  32
  34  30  32  41  42  49  40  44  49  43  43  43  47  45  52  56  55  50
  49  58  53  55  59  52  62  69  69  64  63  62  69  60  69  64  77  70
  69  71  76  78  77  75  76  72  82  82  85  85  81  82  87  89  86  86
  93  96  94  92  97  92  98  90  93  98   7]","[{0, 1, 2, 3, 4, 5, 6, 8}, {100, 7}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 21, 22, 26, 27, 28}, {24, 25, 23}, {32, 33, 34, 35, 36, 37, 38, 29, 30, 31}, {39, 41, 43, 44, 45, 46, 47, 48, 49, 54}, {40, 42}, {50, 51, 52, 53, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 72, 79, 60, 61, 62, 63}, {70, 71, 73, 74, 75, 76, 77, 78}, {80, 81, 82, 83, 84, 85}, {88, 89, 86, 87}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",134.3298571539546
1003,"[  5   8   4 100   0   0   5   0   7   4  15  14  13  10  17  17  17  12
  19  27  27  26  19  25  21  27  22  22  26  33  37  34  33  29  30  32
  39  36  32  34  47  43  43  41  40  48  44  40  47  52  56  50  59  59
  51  52  50  56  55  52  67  67  68  67  67  68  62  64  69  63  79  70
  71  70  79  71  73  72  69  75  84  89  89  88  81  83  87  86  86  88
  98  93  91  92  95  92  93  92  91  95   6]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17}, {18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 35, 38, 29}, {34, 36, 37, 39, 30, 31}, {48, 40, 44, 45, 46, 47}, {41, 42, 43}, {49, 52, 53, 55, 58, 59}, {50, 51, 54, 56, 57}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",157.4518703651529
1005,"[  5   4   6 100   0   3   0   4   2  11  15  10  13  14  16  14  17  12
  16   9  26  28  28  26  21  29  20  26  26  37  39  32  33  39  30  31
  37  36  32  38  44  44  47  42  43  48  39  49  43  59  53  56  49  54
  50  54  50  53  57  58  62  67  69  62  62  63  69  64  62  67  74  69
  76  79  79  78  79  70  69  72  81  84  89  82  80  81  87  80  87  88
  98  92  91  98  97  93  98  95  91  97   1]","[{0, 1, 2, 3, 4, 5, 6, 100, 7, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 21, 22, 23, 24, 26, 27, 28}, {25, 29, 36, 37}, {32, 33, 34, 35, 38, 39, 46, 30, 31}, {40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 71, 75, 78, 60, 61, 62, 63}, {70, 72, 73, 74, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",136.7672781783482
1008,"[  5 100   9   2   7   0   9 100   1   0  17  13  17  19  13  13  14  12
  16  27  28  28  26  24  21  27  22  20  20  22  39  37  39  35  32  39
  38  39  39  36  41  47  47  41  49  42  42  48  45  40  51  50  53  57
  56  51  55  56  50  58  65  69  69  67  62  68  65  69  62  64  71  74
  73  74  71  78  78  71  70  70  81  82  83  88  89  80  88  83  83  91
  89  96  97  98  95  97  98  90  92  98   7]","[{0, 2, 3, 5, 6, 9}, {1, 100, 4, 7, 8}, {17, 10, 12}, {11, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 27, 28}, {26, 29, 22}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 85, 86, 87, 88}, {96, 97, 98, 99, 84, 89, 90, 91, 92, 93, 94, 95}]",133.5781362298888
1017,"[  5   8   4 100   0   3   5   0   7   4  15  14  13  14  18  17  17  12
  11  20  27  26  27  25  19  23  19  22  26  33  37  34  33  29  36  33
  29  29  32  34  49  40  45  41  40  42  43  40  47  45  53  50  59  59
  51  57  54  56  55  52  62  64  68  67  63  63  62  60  65  67  79  70
  73  75  79  71  77  72  69  75  85  84  89  88  81  81  87  86  86  86
  98  93  91  92  92  92  93  95  99  97   6]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 24, 26, 27, 28}, {25, 23}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 84, 85}, {82, 83, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",181.2877171738428
1021,"[ 5  7  6  5  6  6  4  8  2  2 15 10 17 12 15 17 17 16 19 22 26 28 21 24
 21 29 23 22 20 25 39 37 38 37 30 31 37 33 39 37 47 43 45 44 41 48 39 42
 47 59 52 56 50 57 51 58 59 53 50 58 67 67 69 62 61 60 65 61 67 67 79 79
 71 75 76 71 71 70 75 77 84 82 81 85 80 80 88 84 87 86 97 93 93 90 97 92
 90 98 99 98  1]","[{0, 1, 2, 3, 4, 5, 6, 100, 8, 9, 7}, {10, 11, 12, 13, 14, 15, 16, 17}, {18, 19, 20, 21, 22, 23, 24, 26, 27, 28}, {25, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 46, 30, 31}, {48, 40, 42, 45, 47}, {41, 43, 44}, {49, 50, 51, 52, 54, 55, 56, 58, 59}, {57, 53}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 83, 84, 85, 86, 87, 88, 89}, {81, 82}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",161.06622907230144
1024,"[  7   8   0 100   9   3   5   6   3   4  11  13  17  17  17  17  17  18
  17  17  27  19  20  26  23  23  25  25  20  28  38  34  35  37  32  38
  38  39  39  42  41  49  45  45  43  47  42  40  45  41  56  50  59  52
  55  57  51  56  57  58  65  69  68  69  67  69  69  61  69  68  79  70
  77  75  73  73  79  76  76  75  85  89  89  85  81  84  89  86  83  85
  98  90  93  90  91  92  93  95  93  90   3]","[{0, 1, 2, 3, 100, 5, 6, 7, 8}, {9, 4}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21}, {20, 22, 23, 24, 25, 26, 27, 28, 29}, {30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",146.45559203606314
1025,"[  7 100   7   4   0   0   1   1   2   6  17  12  13  10  16  17  13  14
  14  22  27  23  25  25  20  26  28  25  20  22  34  30  33  32  36  31
  37  36  32  30  49  39  45  48  41  42  42  42  45  40  52  55  55  59
  56  54  57  56  59  55  67  63  61  66  63  69  69  63  67  65  74  74
  71  74  79  71  73  70  76  71  85  89  85  88  80  80  88  88  89  84
  96  90  95  90  95  92  90  94  89  90   6]","[{0, 1, 2, 3, 4, 5, 100, 7, 6, 8, 9}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {34, 35, 36, 37, 39, 41, 44, 30, 31}, {32, 33, 38}, {40, 49}, {48, 42, 43, 45, 46, 47}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {98, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 99, 90, 91, 93}, {97, 92, 94, 95}]",162.677649299855
1036,"[  6   9   8 100   7   0   8   4   7   2  15   9  11  14  13  10  18  19
  16  26  28  26  21  26  23  29  27  22  26  33  39  34  31  35  31  34
  29  36  32  32  42  40  47  45  43  48  44  48  43  41  53  56  55  59
  56  54  59  53  50  58  65  64  69  65  69  62  65  61  65  64  77  76
  73  79  76  79  71  75  76  73  87  85  80  88  85  84  87  83  89  80
  93  96  98  92  95  92  90  90  91  97   7]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 100}, {10, 15}, {13, 14}, {16, 18}, {17, 19, 20, 21, 22, 23, 24, 26, 27, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 25, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 72, 73, 75, 77, 79}, {74, 76, 78, 71}, {80, 82, 83, 86, 87, 88, 89}, {81, 84, 85}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",136.339204680313
1039,"[  6   6   3 100   6   0   2   5   1  11  15   9  17  19  17  14  14  16
  11  20  22  28  27  27  23  22  27  23  29  28  39  37  34  32  32  34
  37  39  32  32  42  40  40  45  46  49  44  43  43  41  53  56  59  50
  53  54  59  53  50  54  65  67  64  61  63  63  69  60  67  64  73  77
  77  79  79  79  71  75  76  71  87  85  85  85  85  82  87  84  83  97
  99  96  98  91  97  92  90  90  91  98   1]","[{0, 1, 2, 3, 4, 5, 6, 100, 7, 8}, {9, 18, 11}, {16, 17, 10, 12, 14, 15}, {13, 19, 20, 22, 23, 24, 25, 26, 27}, {29, 28, 21}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 45, 47, 48, 49}, {44, 46}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88}, {96, 97, 98, 99, 89, 90, 91, 92, 93, 94, 95}]",157.8062565242776
1046,"[  7   6   6 100   1   7   5   0   3   2  11  18  17  15  17  17  14  16
  19   9  24  22  28  25  21  27  23  23  26  28  37  34  35  39  32  32
  39  36  39  41  41  43  45  41  40  48  44  42  47  59  52  56  49  54
  59  59  50  56  57  52  65  62  65  66  67  68  62  63  69  68  79  70
  77  71  73  79  79  76  75  75  87  80  84  85  85  82  87  84  86  88
  93  93  91  95  96  94  91  92  99  95   6]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 18, 19, 100}, {16, 17, 12, 13, 14, 15}, {20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {33, 36, 37, 38, 39, 40, 41, 43, 44, 46, 30}, {32, 34, 35, 31}, {48, 42, 45, 47}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",145.06633832818545
1047,"[  2   9   8 100   7   0   2   5   2  11  13   9  13  19   9  10  13   9
  11  27  24  22  27  26  20  23  27  23  20  33  39  37  38  32  37  33
  29  30  32  36  42  44  46  44  47  49  43  43  43  40  56  56  55  50
  59  54  59  53  50  56  65  63  68  64  63  62  62  64  67  64  71  79
  77  79  71  78  73  75  76  73  87  84  85  88  85  80  87  83  89  91
  97  93  98  98  97  92  91  89  91  95   7]","[{0, 2, 3, 4, 5, 6, 100, 8, 7}, {1, 17, 18, 9, 11, 14}, {10, 12, 13, 15, 16, 19, 21, 22, 23, 25, 26, 27}, {24, 20, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",133.6933935590988
1051,"[  7   4   4 100   9   0 100   6   1   4  13  13  17  17  11  17  17  11
  14  24  27  23  20  25  21  27  20  22  26  28  37  32  35  39  39  32
  34  39  39  41  41  40  39  41  43  48  44  49  43  59  56  54  55  56
  55  59  53  58  55  52  65  67  69  69  67  68  65  64  67  68  79  70
  71  70  70  73  78  76  76  75  85  80  89  88  81  82  87  88  86  88
  98  93  91  92  96  93  93  90  91  98   1]","[{0, 1, 2, 3, 100, 5, 6, 7, 4, 8, 9}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {30, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48}, {32, 35, 31}, {47, 49, 51, 52, 54, 55, 57, 58, 59}, {56, 50, 53}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 79}, {76, 77, 78}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",146.9977577002661
1063,"[ 6  7  7  8  0  7  1  6  7 11 13 13 13 12 11 13 14 19 14 13 19 28 25 27
 23 22 21 23 20 22 38 34 33 39 32 38 39 34 30 42 47 49 46 45 39 43 39 44
 45 47 51 56 50 52 56 52 50 58 59 58 65 67 68 69 61 63 62 68 67 68 79 70
 73 71 73 73 79 76 70 77 82 85 81 87 80 89 89 86 83 87 99 98 98 95 92 92
 93 98 92 97  7]","[{0, 1, 2, 3, 4, 100, 6, 7, 5, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 26, 28}, {25, 29, 22}, {24, 27, 23}, {35, 38, 30}, {31, 32, 33, 34, 36, 37, 39, 40, 41, 42, 44, 46, 47, 49}, {48, 43, 45}, {50, 51, 52, 53, 54, 55, 56}, {57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",135.51091026886945
1065,"[  2   9   3 100   7   0   2   5   3  11  15   9  17  19   9  13  18   9
  11  13  28  28  20  25  23  23  27  20  22  33  39  37  33  32  32  32
  34  30  32  32  42  40  46  44  49  49  43  43  47  45  51  56  55  50
  53  58  53  55  50  58  62  63  69  69  63  62  63  60  67  64  77  70
  69  71  76  78  71  75  76  73  85  82  80  88  85  82  87  83  89  86
  93  96  94  92  97  92  98  90  93  98   7]","[{0, 2, 3, 100, 5, 6, 7, 8, 4}, {1, 9, 11, 12, 14, 16, 17, 18}, {10, 19, 13, 15}, {20, 21, 22, 26, 27, 28}, {24, 25, 23}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 72, 60, 61, 62, 63}, {70, 71, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 84, 85}, {83, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",163.520399160465
1067,"[  5   6   4   4   7   3   5 100   7   4  13  14  11  14  16  10  17  12
  14  20  27  26  25  25  20  23  19  23  29  33  39  34  33  35  31  33
  29  39  39  34  49  40  45  41  40  48  43  40  47  41  54  50  49  59
  51  57  54  53  55  52  62  67  68  67  63  62  62  60  65  68  79  75
  73  75  79  73  77  76  69  77  87  84  89  88  82  81  88  89  86  84
  98  90  91  92  92  99  93  92  99  90   7]","[{0, 1, 2, 3, 4, 5, 6, 7, 100, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27}, {32, 33, 35, 36, 28, 29}, {34, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 52, 53, 55, 57, 58, 59}, {56, 50, 51, 54}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 74, 76, 77, 79}, {72, 73, 75, 71}, {80, 81, 82, 84, 85, 87, 89}, {88, 83, 86}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",150.5154589205565
1070,"[  7 100   0   8   3   3   7   6   1   4  17  14  13  14  16  10  13  16
  14  22  27  23  25  25  22  26  22  19  22  37  39  30  33  29  39  32
  34  29  36  38  47  40  40  44  40  42  39  43  43  44  51  55  50  50
  55  52  55  56  50  54  62  67  61  69  61  62  69  63  67  68  74  75
  73  76  70  77  79  75  76  87  87  89  83  87  85  80  88  79  86  86
  98  94  93  92  96  99  98  92  99  90   7]","[{0, 1, 2, 3, 100, 4, 6, 7, 8, 5, 9}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 35, 37, 29}, {34, 36, 30, 38, 39, 46, 31}, {40, 41, 42, 43, 44, 45, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {74, 70}, {75, 77, 71}, {72, 73, 76, 78, 79, 80, 82, 83, 84, 85, 87}, {88, 81, 86, 89}, {96, 98, 99, 90, 91, 94, 95}, {97, 92, 93}]",139.1476713311812
1072,"[  4   9   6 100   7   3   5   4   3   4  15  10  11  10  16  13  18  12
  11  20  27  26  21  27  21  23  22  22  26  28  37  35  35  39  32  33
  39  33  30  34  44  47  39  42  40  48  42  40  45  41  53  50  49  56
  56  52  59  56  50  56  65  69  60  59  67  69  69  69  69  68  71  69
  77  71  71  71  73  75  69  74  82  84  81  87  85  82  89  84  86  85
  98  93  93  98  95  93  98  98  99  98   1]","[{0, 1, 2, 3, 4, 100, 5, 7, 6, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 42, 43, 46}, {40, 41, 44, 47, 49, 52, 55}, {48, 45}, {50, 51, 53, 54, 56, 57, 58, 59, 63}, {64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 60, 61, 62}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",132.44148360275307
1073,"[  6   4   6 100   3   6   0   1   1  14  11  14  13  15  18  14  14  11
  11  27  22  23  24  27  21  23  25  20  20  22  31  37  33  37  31  39
  37  31  39  30  42  47  40  45  43  48  39  42  47  45  54  54  59  59
  55  59  55  56  50  53  67  63  69  64  67  69  65  64  62  71  73  69
  71  76  71  77  71  72  69  77  81  85  85  88  87  83  88  84  87  87
  99  98  94  98  96  93  90  99  92  97   1]","[{0, 2, 5, 6}, {1, 3, 4, 100, 7, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 46, 30, 31}, {40, 41, 42, 43, 44, 45, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 67, 60, 61, 63}, {65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 62}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",146.90737328957363
1085,"[  5   4   6 100   6   3   0   1   2   0  13  10  13  14  16  17  17  12
  17  26  26  28  28  26  21  27  23  26  26  37  37  30  33  39  30  31
  37  36  32  38  44  44  47  42  43  48  43  49  45  40  53  56  49  54
  50  57  50  58  57  63  62  69  69  62  62  63  63  64  62  67  74  69
  76  79  79  78  77  79  70  72  81  80  89  82  85  79  87  80  87  88
  96  92  91  91  97  93  98  99  91  97   1]","[{0, 1, 2, 3, 4, 5, 6, 100, 7, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {34, 35, 36, 37, 29, 30, 31}, {32, 33, 38, 39}, {40, 41, 42, 43, 44, 46, 47, 49, 52}, {48, 45}, {50, 51, 53, 54, 56}, {57, 58, 55}, {64, 65, 66, 67, 68, 69, 71, 59, 60, 61, 62, 63}, {70, 72, 73, 74, 75, 76, 77, 78, 79, 84, 85}, {80, 81, 82, 83, 86, 87, 88, 89}, {96, 98, 90, 91, 92, 93, 95}, {97, 99, 94}]",141.3620163492344
1089,"[ 7  4  6  4  7  6  3  5  7  0 15 18 18 14 15 10 18 16 11 21 22 28 27 26
 22 27 22 25 22 28 37 34 35 35 35 34 34 34 35 34 42 40 47 48 40 43 43 48
 45 41 53 50 50 52 49 58 57 58 55 52 65 67 60 64 62 69 65 61 65 68 79 69
 79 72 79 73 77 79 70 77 79 82 85 82 87 83 89 88 87 88 91 98 98 91 96 93
 90 94 93 90  7]","[{0, 1, 2, 3, 4, 5, 100, 7, 8, 9, 6}, {10, 13, 14, 15}, {16, 17, 18, 11, 12}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 54}, {50, 51, 52, 53, 59}, {56, 57, 58, 55}, {64, 65, 66, 68, 69, 71, 60, 62, 63}, {67, 61}, {70, 72, 73, 74, 75, 76, 77, 78, 79, 80}, {81, 82, 83, 85}, {84, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",141.9799737549972
1091,"[  7   6   6 100   3   0   5   1   3   4  15  10  17  15  17  13  17  11
  11   9  27  23  20  25  21  22  23  23  26  28  31  37  33  37  35  32
  39  31  39  41  42  47  40  41  40  43  39  40  47  59  53  56  53  54
  56  59  55  58  59  53  65  67  64  61  62  62  62  64  65  71  79  70
  76  76  71  79  71  71  69  75  85  80  89  88  89  82  87  84  87  88
  99  98  91  96  97  99  91  92  92  98   1]","[{0, 1, 2, 3, 100, 5, 6, 7, 4, 8, 9, 19}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 37, 30, 31}, {36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 60, 61, 62, 63}, {69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",154.35295010443974
1094,"[  7   9   8   8   0   0   5 100   6  11  11  10  11  14  18  14  17  15
  17   9  26  23  27  27  22  27  28  20  26  36  38  32  35  29  31  32
  37  34  39  35  42  43  45  46  43  47  44  43  47  54  53  54  49  57
  53  56  59  55  57  52  65  67  69  66  67  62  62  68  62  63  77  72
  71  72  71  73  73  71  76  73  85  85  85  82  81  89  89  84  83  81
  97  92  97  91  96  94  91  94  92  95   7]","[{0, 2, 3, 4, 5, 100, 7, 6, 8}, {1, 19, 9, 10, 11, 12}, {16, 17, 18, 13, 14, 15}, {20, 21, 22, 23, 24, 25, 26, 27, 28}, {29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}, {40, 41, 42, 43, 44, 45, 46, 47, 48}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",168.9651549470833
1095,"[ 7  8  4  2  7  7  4  4  7 17 17 13 17 10 13 17 14 15 14 21 24 23 26 27
 21 26 27 19 20 28 31 35 38 32 32 32 38 29 39 32 44 43 45 44 43 43 43 41
 45 41 56 55 50 59 59 54 50 58 55 58 62 62 60 59 63 68 62 68 69 68 77 72
 69 79 71 77 79 70 76 74 84 84 84 87 82 89 89 88 83 81 97 96 94 95 96 94
 94 95 93 90  6]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 100}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {37, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {56, 50, 52}, {64, 51, 53, 54, 55, 57, 58, 59, 63}, {66, 60, 61, 62}, {65, 67, 68, 69, 71, 72, 73, 74, 76, 78, 79}, {75, 77, 70}, {80, 81, 82, 84, 85, 86, 89}, {88, 83, 87}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",133.30183625539553
1097,"[  6 100   4   5   0   7   4   4   1  19  15  14  17  10  18  13  18  16
  16   9  19  22  26  25  22  23  25  20  22  25  38  32  38  32  30  31
  39  34  30  38  47  44  47  47  47  47  39  40  45  52  54  54  53  50
  56  58  54  58  59  52  67  69  68  65  61  60  63  63  67  72  74  77
  73  72  70  73  78  72  69  72  85  82  80  88  81  81  89  89  87  80
  91  93  93  90  97  94  91  90  91  97   3]","[{0, 1, 2, 3, 4, 100, 6, 7, 5, 8}, {27, 9, 19, 20}, {10, 13, 15}, {11, 12, 14, 16, 17, 18}, {21, 22, 23, 24, 25, 26, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 46, 30, 31}, {40, 41, 42, 43, 44, 45, 47, 48}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {65, 66, 67, 68, 60, 62, 63}, {64, 69, 71, 72, 73, 75, 76, 77, 78, 79, 61}, {74, 70}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",144.9586353732309
