,chromosome,subsets,Q
124,"[ 6  6  4  4  7  6  3  0  2  2 15 12 18 15 15 10 13 18 14 24 22 28 27 26
 20 26 19 25 20 28 37 34 35 39 35 31 39 34 30 34 49 40 47 48 46 48 43 48
 45 47 53 56 50 52 49 57 53 55 55 53 65 67 60 62 63 69 65 63 65 68 79 76
 69 70 79 73 77 79 70 72 81 82 81 82 82 83 88 79 87 87 91 98 93 91 92 93
 93 94 93 95  7]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 54}, {50, 51, 52, 53, 56, 59}, {57, 58, 55}, {64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 86, 87, 88, 89, 60, 61, 62, 63}, {80, 81, 82, 83, 84, 85}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",137.97249947516178
131,"[  9   8   6   8   6   6 100   4   6  14  11   9  11  11  18  17  14  14
  17  26  26  26  27  25  19  29  20  22  20  22  34  32  38  29  37  31
  34  34  36  37  42  44  45  41  41  42  44  45  43  44  53  56  53  50
  56  52  51  55  55  52  67  69  65  66  62  68  65  64  62  67  77  72
  71  76  71  78  74  76  76  76  85  84  85  87  81  84  89  89  86  90
  93  94  97  95  91  94  94  94  99  95   1]","[{0, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {1, 2, 3, 100, 4, 6, 5, 8, 7}, {19, 20, 21, 24, 26, 28}, {33, 22, 23, 25, 27, 29}, {32, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 42, 45, 47}, {48, 49, 41, 43, 44, 46}, {50, 52, 53, 55, 57, 58, 59}, {56, 51, 54}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 84, 85}, {83, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",146.0562725181325
137,"[ 4  8  3  8  1  0  2  4  3 11 13 13 17 15 11 17 13 14 12  9 27 28 21 26
 19 23 22 22 26 37 38 34 33 32 32 31 29 31 30 44 49 43 40 41 41 48 44 48
 45 40 53 49 53 59 53 59 51 58 57 49 62 67 64 61 61 60 69 63 62 67 77 77
 76 72 73 73 74 75 70 80 82 89 83 85 81 81 87 88 87 86 99 94 93 98 95 94
 98 92 96 98  6]","[{0, 1, 2, 3, 4, 5, 100, 7, 8, 6}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24}, {20, 21, 22, 23, 25, 26, 27, 28}, {32, 33, 34, 35, 36, 37, 29, 31}, {38, 30}, {39, 41, 43, 44, 46}, {40, 42, 49, 50, 51, 52, 53, 54, 55, 56, 59}, {48, 45, 47}, {57, 58}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78}, {79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 92, 93}, {91, 94, 95}]",138.9244282041988
140,"[  9 100   0   5   0   0   3   2   3   6  17  18  11  16  16  14  17  13
  14  17  28  24  25  21  20  26  19  25  26  33  31  32  35  39  30  32
  37  36  35  37  47  47  40  41  49  43  44  45  47  51  51  55  59  57
  50  58  54  55  50  62  67  67  63  61  62  62  62  61  67  68  77  73
  73  76  73  79  77  79  70  70  84  89  89  88  89  84  89  88  86  81
  91  98  95  98  95  99  98  99  99  98   3]","[{0, 1, 2, 3, 4, 5, 6, 100, 8, 9, 7}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {33, 36, 37, 39, 29}, {32, 34, 35, 38, 30, 31}, {48, 40, 41, 42, 43, 45, 47}, {44, 46, 49, 50, 51, 53, 54, 55, 56, 57, 58}, {64, 65, 66, 67, 68, 69, 52, 59, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",138.73425699770257
144,"[  5 100   4   6   1   6   4   5   7   1  17  17  13  15  17  17  18  18
  14  13  26  28  27  27  19  27  28  26  22  28  37  34  31  35  30  38
  38  31  32  46  42  49  47  42  49  43  44  49  45  41  58  54  59  57
  50  54  54  56  55  56  62  64  63  69  67  62  65  69  65  62  71  77
  73  71  76  71  74  72  75  80  79  82  89  87  80  82  89  86  89  98
  98  96  93  90  96  93  91  94  97  98   1]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 100, 9}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24}, {20, 21, 22, 23, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 30, 31}, {39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 75, 77, 78}, {74, 76}, {80, 84, 79}, {81, 82, 83, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",131.87820095726735
166,"[ 2  4  6  8  7  6  5  5  7 17 15 13 11 16 15 13 13 12 14 20 27 26 25 21
 19 23 27 26 20 37 31 35 35 39 35 33 39 33 30 41 49 44 43 46 49 43 42 41
 45 41 53 55 50 59 51 52 55 53 50 52 62 63 69 66 67 66 69 63 65 61 77 76
 79 71 71 73 79 75 69 74 82 84 81 82 85 89 87 80 83 82 91 92 97 98 95 97
 94 92 99 97  7]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 100}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 47, 49}, {48, 42, 43, 45, 46}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",166.22952477360553
169,"[ 6  7  9  5  9  7  1  5  3  1 13 17 13 17 13 14 17 13 19 27 27 23 26 24
 20 23 28 22 26 33 38 34 35 29 31 39 29 31 36 37 49 49 43 41 40 48 44 48
 43 41 56 56 50 54 51 51 55 58 50 54 65 62 65 59 63 66 69 64 69 68 79 75
 71 71 73 73 79 72 69 77 84 85 81 82 87 83 89 88 89 88 99 96 98 91 96 94
 91 89 91 90  3]","[{0, 1, 2, 3, 4, 5, 6, 7, 100, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17}, {18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {33, 36, 38, 29, 30}, {32, 34, 35, 37, 39, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {64, 67, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 63}, {65, 66, 68, 69, 78, 60, 61, 62}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {97, 80, 84, 86, 87, 88, 89}, {81, 82, 83, 85}, {90, 99}, {96, 98, 91, 92, 93, 94, 95}]",146.6474166944184
174,"[ 2  7  3  8  2  3  1  0  7  2 15 18 18 17 18 13 17 15 14 27 24 22 26 24
 21 26 19 25 22 37 31 34 34 35 37 33 39 33 39 30 44 44 46 45 40 42 42 41
 45 40 56 55 53 57 53 59 51 53 55 67 62 67 68 62 62 63 63 60 67 72 71 76
 77 71 70 71 73 75 69 80 79 82 85 85 82 81 87 79 83 98 96 92 89 95 91 92
 94 90 97 97  7]","[{0, 1, 2, 3, 4, 100, 6, 7, 8, 9, 5}, {16, 17, 10, 13, 15}, {18, 11, 12, 14}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {49, 40, 41, 44, 47}, {48, 42, 43, 45, 46}, {64, 65, 66, 67, 68, 50, 51, 55, 56, 58, 59, 60, 61, 62, 63}, {57, 52, 53, 54}, {69, 70, 71, 72, 73, 74, 75, 76, 77, 78}, {80, 79, 86, 87}, {81, 82, 83, 84, 85, 88}, {96, 97, 98, 99, 89, 90, 91, 92, 93, 94, 95}]",137.86388450621922
183,"[  4   6   0   2   2   0 100   6   1  11  13  13  11  11  16  13  18  11
  17   9  28  22  21  25  20  29  23  22  29  37  37  30  39  35  32  33
  38  36  39  36  49  49  40  41  40  43  44  43  45  45  58  56  50  56
  49  52  53  55  55  52  62  62  61  62  62  68  69  61  69  67  73  70
  71  79  76  78  79  71  76  72  87  85  84  87  81  89  87  89  86  84
  93  94  97  91  92  99  98  94  92  97   1]","[{0, 2, 3, 4, 5}, {1, 100, 6, 7, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39}, {27, 21, 22}, {33, 35}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 54}, {50, 52, 55, 57, 58, 59}, {56, 51, 53}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",133.5087758020981
202,"[  5   8   6 100   0   0   7 100   7  19  13  14  13  17  13  17  17  12
  14  22  27  19  19  26  20  22  23  19  21  33  38  32  33  29  30  32
  37  33  32  34  44  43  40  44  40  42  44  42  47  41  58  49  53  59
  53  52  53  55  55  55  67  64  64  67  67  60  65  64  69  63  78  79
  71  76  76  71  78  75  70  73  85  89  89  88  89  83  88  83  83  84
  89  89  93  92  91  94  98  94  91  95   6]","[{0, 4, 5}, {1, 2, 3, 100, 6, 7, 8}, {9, 19, 20, 21, 22, 24, 25, 27, 28}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {26, 23}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51}, {50, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 83, 85, 86, 87, 88}, {96, 97, 98, 99, 81, 82, 84, 89, 90, 91, 94, 95}, {92, 93}]",140.84376028150436
206,"[ 5  7  4  4  9  6  0  1  6 19 13 14 17 10  9 17 17 11 16 18 19 22 27 26
 21 26 25 25 29 25 39 32 33 39 30 31 39 36 36 38 47 43 39 45 43 43 42 42
 45 51 54 56 53 50 59 58 54 58 59 56 67 63 63 65 63 68 63 64 67 68 74 72
 76 79 70 77 73 71 70 72 85 80 89 88 82 82 88 86 87 80 96 93 91 95 92 94
 94 92 99 90  6]","[{0, 100, 5, 6, 8}, {1, 7}, {2, 3, 4, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20}, {10, 13}, {21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 46, 47, 30, 31}, {48, 41, 43, 44, 45}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {78, 74, 70}, {71, 72, 73, 75, 76, 77, 79}, {80, 81, 82, 84, 85, 89}, {88, 83, 86, 87}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",133.59689613206092
225,"[ 6  6  0  6  7  3  7  2  3 11 17  9 13 19  9 17 18 11 17 20 22 24 28 27
 19 26 25 26 21 36 37 30 35 32 35 38 34 34 36 44 42 40 40 47 47 42 44 45
 45 47 52 54 53 52 56 59 51 55 57 52 62 69 69 69 67 60 63 59 65 66 78 79
 79 79 76 79 71 76 69 75 87 80 84 85 82 80 87 83 86 87 93 92 91 96 92 93
 94 98 91 95  7]","[{0, 1, 2, 3, 4, 100, 6, 7, 5, 8}, {9, 10, 11, 14, 15, 16, 17, 18}, {12, 13, 19, 20, 21, 22, 24, 28}, {25, 26, 27, 23}, {32, 33, 34, 35, 36, 37, 38, 29, 30, 31}, {39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {64, 67, 50, 52, 53, 55, 57, 58, 59}, {56, 51, 54}, {65, 66, 68, 69, 70, 78, 60, 61, 62, 63}, {71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 83, 85, 86, 87, 88, 89}, {82, 84}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",134.3423934835422
238,"[  2   8   3 100   0   6   1   2   3   0  11  10  13  12  11  10  14  12
  16   9  22  28  20  26  21  23  25  23  29  22  39  37  33  32  31  31
  29  30  32  41  42  49  47  41  43  42  43  49  47  41  52  56  55  50
  53  52  59  53  59  54  65  62  69  69  63  60  63  60  69  63  79  74
  76  79  76  78  77  76  70  72  82  89  80  88  80  82  87  83  86  85
  98  96  95  92  96  92  98  92  91  98   6]","[{0, 1, 2, 3, 4, 100, 6, 7, 8, 9, 5, 19}, {16, 18, 10, 11, 14, 15}, {17, 12, 13}, {36, 20, 21, 22, 24, 28, 29}, {25, 26, 27, 23}, {30, 31, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {32, 33, 38}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {65, 67, 60}, {64, 66, 68, 69, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 84, 85, 89}, {88, 83, 86, 87}, {96, 98, 99, 90, 91, 94}, {97, 92, 93, 95}]",135.7336386729295
243,"[  4 100   6   5   1   6   4   6   2  17  11  17  18  11  18  13  18   9
  14  20  24  24  21  25  21  23  20  25  22  22  34  34  35  35  30  31
  37  33  36  42  47  43  46  44  41  49  44  41  45  47  54  55  55  50
  50  57  53  53  55  58  67  63  61  69  62  68  63  69  67  62  74  75
  73  79  70  79  78  79  69  72  87  85  84  88  80  84  87  80  86  80
  91  94  91  91  97  99  91  98  99  95   6]","[{0, 1, 2, 3, 4, 100, 6, 5, 7, 8}, {17, 9, 10, 11, 13, 15}, {16, 18, 12, 14}, {19, 20, 21, 22, 24, 26, 28, 29}, {25, 27, 23}, {32, 33, 34, 35, 36, 37, 38, 30, 31}, {39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 76, 78, 60, 61, 62, 63}, {74, 70}, {71, 72, 73, 75, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",152.91340222839818
256,"[ 6  9  7  2  0  0  5  6  2 11 17 13 18 15 18 13 17 11 12  9 22 24 24 26
 23 22 23 26 29 25 37 37 38 29 37 32 37 39 36 38 47 44 40 44 47 49 43 43
 47 51 54 49 50 59 49 57 59 53 55 56 67 62 69 61 69 68 69 69 65 62 71 74
 77 76 73 78 73 75 76 75 87 85 89 88 80 89 87 84 87 88 97 90 95 95 95 92
 90 99 90 97  1]","[{0, 2, 3, 4, 5, 6, 7, 8}, {1, 100, 9, 10, 11, 13, 15, 16, 17, 19}, {18, 12, 14}, {33, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 46, 47, 48}, {49, 50, 51, 52, 54, 45}, {53, 55, 56, 57, 58, 59}, {64, 66, 67, 69, 60, 61, 62, 63}, {65, 68}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91}, {92, 93, 94, 95}]",144.6719748825491
