,chromosome,subsets,Q
880,"[  2   6   7   5   3   7 100 100   1  14  15  18  11  12  13  14  14   9
  14  26  22  24  19  25  19  22  20  22  29  28  34  37  33  39  32  31
  38  39  35  37  47  49  40  42  40  49  42  42  45  51  54  56  53  59
  53  54  50  55  59  63  67  64  61  65  63  66  62  64  67  65  77  72
  79  75  70  79  79  79  75  77  84  82  84  88  85  82  87  84  89  97
  98  94  95  95  92  93  98  94  96  98   6]","[{0, 1, 2, 3, 4, 5, 100, 7, 6, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27}, {28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 42, 43, 44, 46, 47}, {41, 45, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 84, 85, 86, 87}, {97, 83, 88, 89, 91, 92, 93, 94, 95}, {96, 98, 99, 90}]",68.75964719850323
884,"[  2   8   6   6   2   7   2 100   3  14  15  18  18  14  18  13  18  14
  16  27  28  28  24  27  19  22  25  26  29  28  39  30  34  32  36  34
  37  36  36  36  42  43  45  45  39  49  44  45  47  44  53  56  53  50
  49  54  53  55  50  53  62  63  66  62  62  63  63  69  67  66  73  73
  76  74  79  73  73  72  70  72  87  82  85  87  85  81  89  83  89  82
  99  96  93  91  91  93  93  90  91  90   6]","[{0, 1, 2, 3, 4, 100, 6, 5, 8, 7}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 22, 23, 24, 25, 26, 27}, {28, 29, 20, 21}, {30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 54, 55, 57}, {50, 51, 52, 53, 56, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 83, 87}, {81, 82, 84, 85, 86, 88, 89}, {97, 90, 99}, {96, 98, 91, 92, 93, 94, 95}]",68.40690098935093
894,"[ 6  7  3  8  6  3  7  5  6 19 15 13 11 15 17 17 13 14 11 22 27 22 21 26
 21 23 23 19 22 37 39 37 38 35 37 39 38 31 30 37 41 44 45 44 49 49 39 49
 43 40 54 50 53 52 50 51 54 53 57 58 65 67 68 64 62 69 69 63 67 67 77 70
 73 75 70 77 72 72 69 72 81 82 84 87 81 84 87 88 89 90 89 92 91 91 95 93
 93 92 96 90  7]","[{0, 1, 2, 3, 4, 100, 6, 7, 8, 5}, {9, 19, 20, 21, 22, 24, 27, 28}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {25, 26, 23}, {32, 33, 34, 35, 36, 37, 38, 39, 46, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 47, 48, 49}, {50, 51, 54, 55, 56}, {52, 53, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 84, 85}, {99, 83, 86, 87, 88, 89, 90}, {96, 97, 98, 91, 92, 93, 94, 95}]",91.89742694896188
901,"[  6 100   8   2   6   6   1   1   6  17  15  17  11  16  17  14  17  16
  17  22  22  22  28  26  19  27  20  23  20  37  39  30  38  39  31  39
  39  33  35  44  42  39  46  47  47  49  44  44  47  40  54  56  55  50
  53  58  55  56  55  49  67  62  68  59  61  68  63  63  62  68  79  73
  79  76  79  78  73  76  69  76  82  84  89  88  82  80  89  83  87  84
  93  89  93  95  97  92  93  99  99  95   3]","[{0, 1, 2, 3, 4, 5, 6, 100, 8, 7}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 59, 60, 63, 66, 67}, {50, 53, 54}, {51, 52, 55, 56, 57, 58}, {64, 65, 68, 69, 75, 78, 61, 62}, {70, 71, 72, 73, 74, 76, 77, 79}, {80, 81, 82, 84, 85, 86, 89, 91}, {88, 83, 87}, {96, 97, 98, 99, 90, 92, 93, 94, 95}]",69.80080567481089
909,"[ 4  7  6  8  7  6  7  8  2  0 13 13 13 16 11 17 13 12 14 13 27 23 21 27
 21 29 21 23 29 25 34 37 35 32 36 34 34 31 32 35 42 43 43 45 47 47 43 44
 43 44 56 56 50 54 53 56 53 53 57 55 65 69 61 65 63 68 63 69 62 66 74 70
 76 79 76 79 77 76 69 75 89 84 81 87 85 82 87 80 87 92 97 96 94 95 95 93
 93 98 89 90  3]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 21, 22, 23, 24, 26, 27}, {25, 28, 29}, {32, 33, 34, 35, 36, 38, 39, 30}, {37, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 74, 76, 77}, {73, 75, 79}, {96, 97, 98, 99, 80, 83, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95}, {81, 82, 84, 85}]",72.7298202200037
911,"[ 6  6  4  8  3  0  9  8  3  6 15 10 17 16 11 10 13 15 12 20 26 24 19 21
 19 26 19 20 21 22 31 35 35 29 37 32 39 36 36 32 44 49 40 48 46 48 44 49
 47 44 52 49 55 59 55 54 51 56 55 52 67 69 61 69 62 66 69 60 67 64 74 79
 76 76 79 78 77 70 70 76 81 84 89 88 81 80 87 80 83 81 97 92 91 91 92 99
 90 99 93 97  3]","[{0, 1, 5, 6, 9}, {2, 3, 4, 100, 7, 8}, {17, 18, 10, 11, 12, 14, 15}, {16, 13}, {33, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 56, 57}, {50, 52, 53, 54, 55, 58, 59}, {67, 60, 68}, {64, 65, 66, 69, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 84, 85, 86, 87, 89}, {88, 83}, {96, 97, 99, 90, 95}, {98, 91, 92, 93, 94}]",74.63521406606576
916,"[  5 100   3   6   0   3   5   6   6   0  17  18  13  15  13  17  13  15
  17  20  26  23  28  25  23  26  27  26  26  28  37  35  39  39  32  38
  29  30  36  44  41  43  39  45  46  43  42  43  43  45  53  56  59  54
  53  51  57  53  55  54  65  62  61  61  67  68  69  60  67  66  74  74
  69  76  71  79  77  70  76  76  84  85  85  87  81  82  89  80  89  86
  93  98  91  90  97  94  93  90  99  95   7]","[{0, 1, 2, 3, 4, 5, 6, 100, 7, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {35, 36, 38, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31}, {37, 30}, {32, 33, 34, 39, 42, 44, 46}, {48, 49, 40, 41, 43, 45, 47}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 67, 68, 60}, {61, 62, 63}, {72, 66, 69}, {70, 71, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 87}, {88, 89, 86}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",70.63365237338468
921,"[  7 100   7   2   0   3   5   0   2  19  13  13  13  10  18  17  18  11
  12  22  27  22  27  21  19  29  21  20  26  25  34  37  31  39  32  39
  29  33  35  36  47  47  43  45  40  43  39  42  45  47  58  56  55  56
  53  58  51  58  55  62  62  67  60  61  69  63  63  59  67  62  74  79
  77  71  70  79  71  79  69  70  82  89  84  88  82  80  89  84  86  98
  98  92  95  96  96  97  93  89  93  98   6]","[{0, 1, 2, 3, 4, 5, 100, 7, 8, 6}, {9, 19, 20, 21, 22, 23, 24, 26, 27, 28}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {25, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 46}, {40, 41, 42, 43, 44, 45, 47, 48, 49}, {50, 52, 55, 57, 58}, {56, 51, 53, 54}, {64, 65, 66, 67, 68, 69, 78, 59, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 82, 84, 85, 87}, {81, 83, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",77.31770078232591
925,"[ 6  7  4  5  1  3  1  4  6 11 13  9 17 16 15 10 17 11 16 26 27 26 26 27
 23 22 21 23 21 28 37 32 34 39 31 32 37 30 36 37 47 43 43 46 41 47 42 48
 47 51 51 56 53 59 59 52 54 53 59 49 65 62 66 69 67 68 62 63 69 68 79 74
 71 75 71 71 79 71 70 74 81 89 80 88 80 84 88 86 87 90 99 92 97 98 92 94
 93 95 89 97  3]","[{0, 1, 2, 4, 6, 7, 8}, {3, 100, 5}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 21, 22, 25, 26, 28, 29}, {24, 27, 20, 23}, {33, 36, 37, 38, 39, 30}, {32, 34, 35, 31}, {48, 40, 45, 47}, {41, 42, 43, 44, 46}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 67, 68, 69, 60, 63}, {66, 61, 62}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {96, 97, 98, 99, 80, 81, 82, 84, 85, 89, 90, 91, 92, 93, 94, 95}, {88, 83, 86, 87}]",70.08256020305762
928,"[  4   6   9 100   6   3   4   1   2  17  13  18  18  14  17  10  13  18
  11  27  22  19  24  26  23  27  21  26  26  37  39  30  35  32  39  32
  38  29  35  35  42  49  46  47  43  43  42  43  47  40  56  50  49  59
  50  58  54  56  50  58  62  62  63  67  61  68  69  69  62  63  78  73
  73  79  70  78  73  72  75  75  87  84  84  87  80  84  89  84  83  92
  97  94  95  96  95  92  98  90  91  97   3]","[{0, 1, 4, 6, 7}, {2, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {3, 100, 5}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {37, 29}, {32, 33, 34, 35, 36, 38, 39, 30, 31}, {49, 52, 40, 41, 42, 46}, {48, 43, 44, 45, 47}, {50, 51, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 87, 88}, {96, 98, 86, 89, 91, 92, 93, 94, 95}, {97, 90, 99}]",75.28533461536833
937,"[  6 100   0   8   7   0   0   1   6   2  15  18  11  14  18  10  17  13
  12  22  27  24  28  26  22  29  25  19  26  25  38  37  34  32  31  33
  38  34  36  41  42  39  47  47  49  43  43  41  47  40  53  55  55  52
  50  52  55  55  57  54  67  64  63  67  61  62  62  61  69  64  77  76
  76  76  70  71  79  75  69  73  85  82  80  82  81  81  87  89  89  81
  96  94  97  96  95  94  93  92  91  90   3]","[{0, 1, 2, 3, 100, 5, 6, 4, 8, 9, 7}, {10, 15}, {11, 12, 13, 14, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {36, 38, 30}, {32, 33, 34, 35, 37, 31}, {39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 90, 99, 93}, {98, 91, 94, 95}, {97, 92}]",85.71368865245036
944,"[ 5  7  6  2  1  6  2  4  2 19 15  9 17 15 17 14 17 13 19 24 22 24 24 24
 20 29 27 26 26 37 38 32 35 37 30 32 37 29 36 30 44 44 47 46 43 47 44 41
 45 44 53 55 55 56 50 51 55 53 55 53 65 62 66 64 62 66 65 69 67 63 71 70
 73 74 70 73 72 72 69 76 84 85 80 85 80 83 89 88 83 82 98 96 94 98 95 99
 98 92 91 98  1]","[{0, 2, 3, 5, 6, 8}, {100, 1, 4, 7}, {9, 11, 18, 19, 20, 21, 22, 23, 24}, {16, 17, 10, 12, 13, 14, 15}, {33, 34, 36, 37, 38, 39, 25, 29, 30}, {26, 27, 28}, {32, 35, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 82, 84, 86, 89}, {81, 83, 85, 87, 88}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",71.33767521640696
945,"[  5 100   4   4   9   3   4   4   1   1  17  10  18  11  17  14  18  13
  17  22  22  28  28  24  22  26  28  25  20  36  31  34  31  32  36  33
  34  31  35  30  42  40  47  45  41  43  39  41  47  52  58  55  55  56
  55  56  53  56  50  67  62  69  63  62  63  69  62  60  62  66  78  75
  76  70  70  73  72  71  75  74  87  85  84  88  81  83  87  86  89  86
  99  93  97  95  96  94  90  94  91  95   3]","[{0, 1, 2, 3, 100, 5, 4, 6, 8, 9, 7}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 46, 29, 30, 31}, {48, 40, 41, 42, 44, 47}, {43, 45}, {49, 51, 52, 53, 54, 55, 56, 57}, {50, 58}, {64, 65, 66, 67, 68, 69, 59, 60, 61, 62, 63}, {70, 71, 73, 74, 75, 77, 78, 79}, {72, 76}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",81.04035516398731
948,"[ 9  8  7  8  2  7  8  1  1  2 15 10 17 10 16 13 13 10 17 21 28 19 24 24
 21 26 20 23 21 33 39 37 34 29 35 32 34 30 39 37 42 43 45 45 39 43 39 45
 47 59 58 50 49 56 49 58 50 55 50 67 67 69 66 64 69 68 69 59 67 64 71 69
 77 76 79 71 73 76 76 77 89 85 83 88 81 83 89 84 86 85 91 90 98 91 95 97
 91 90 90 90  3]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {33, 29}, {30, 37, 38, 39, 44, 46, 31}, {32, 34, 35, 36}, {48, 40, 41, 42, 43, 45, 47}, {65, 67, 68, 49, 52, 54, 59, 60}, {50, 51, 53, 55, 56, 57, 58}, {64, 66, 69, 70, 71, 75, 61, 62, 63}, {72, 73, 74, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",69.7668999315933
954,"[ 7  6  4  2  2  7  0  1  1  6 13 13 13 11 16 13 18 14 11 17 27 22 28 27
 23 22 23 26 26 36 39 37 31 32 39 39 37 29 36 37 41 43 46 44 47 48 42 41
 43 45 54 54 59 59 51 59 51 53 55 53 67 67 66 69 62 69 63 63 62 68 77 75
 77 74 79 78 74 71 75 73 84 82 84 85 81 82 88 84 89 90 91 92 94 96 96 93
 93 95 99 90  3]","[{0, 1, 5, 6, 7, 8, 9}, {100, 2, 3, 4}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {40, 41, 43, 44, 45, 47, 48, 49}, {42, 46}, {56, 50, 51, 54}, {52, 53, 55, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 75, 77, 78}, {73, 74, 76, 79}, {80, 81, 82, 83, 84, 85, 87}, {86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",76.14806734612672
962,"[ 2  6  6  4  7  3  4  6  7  0 13 14 13 14 15 17 14 16 17 21 22 26 28 25
 19 26 19 22 21 33 38 34 34 29 32 31 39 39 32 35 47 49 43 45 46 42 42 44
 45 45 54 56 50 50 53 58 51 53 50 49 67 67 68 59 67 66 69 68 67 64 74 75
 71 79 76 79 72 70 69 77 81 85 83 87 85 83 88 89 83 87 98 90 98 96 95 94
 94 98 93 98  3]","[{0, 1, 2, 3, 4, 5, 6, 7, 100, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {33, 29}, {32, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 59, 63}, {50, 52, 53, 54, 55, 57, 58}, {56, 51}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",86.7014884792798
963,"[  9   7   4   5   2   3   3 100   6   1  17  12  13  17  17  17  14  11
  12  22  24  28  28  25  23  26  19  25  20  36  37  30  34  32  36  33
  38  30  39  38  49  49  43  48  40  48  39  45  47  40  54  50  53  56
  59  54  50  55  50  56  62  62  68  69  62  60  63  69  62  65  77  75
  77  70  71  78  72  71  76  85  79  85  85  87  82  83  87  80  89  90
  93  94  93  91  95  93  98  92  93  98   3]","[{0, 1, 3, 100, 5, 6, 7, 8, 9}, {2, 4}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 34, 35, 36, 38, 39, 46, 29}, {37, 30, 31}, {40, 49, 44, 41}, {48, 42, 43, 45, 47}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78}, {79, 80, 81, 82, 83, 84, 85, 86, 87}, {88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",79.8170967406415
973,"[ 5  4  0  4  2  6  9  0  7  6 11 10 11 10 13 13 13 15 17 21 26 22 24 24
 19 26 23 25 22 28 34 34 39 32 36 38 29 39 32 36 49 44 46 47 41 42 43 42
 47 47 54 56 59 59 53 54 55 56 59 53 65 63 69 69 67 63 69 63 62 61 79 73
 71 72 79 71 72 72 70 77 84 82 80 85 89 81 89 79 83 85 99 98 97 98 96 97
 93 99 96 95  7]","[{0, 1, 2, 3, 4, 5, 6, 7, 100, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}, {40, 42, 43, 45, 46, 47, 48, 49}, {41, 44}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 87}, {80, 81, 82, 83, 84, 85, 86, 88, 89}, {97, 99, 90, 92, 95}, {96, 98, 91, 93, 94}]",70.25039789687325
975,"[ 6  7  9  6  6  7  9  5  7  1 17  9 17 16 18 13 13 15 16 18 26 24 21 25
 23 26 23 19 22 37 34 37 39 39 39 38 39 39 36 36 44 49 43 48 49 47 42 43
 43 52 54 56 49 52 55 59 50 56 50 55 62 64 69 67 61 66 62 64 69 65 77 70
 77 79 71 77 71 75 76 77 87 82 80 87 87 82 87 83 89 88 98 96 93 91 97 93
 93 99 92 98  7]","[{0, 1, 2, 3, 4, 100, 6, 5, 7, 9, 8, 11}, {10, 12, 13, 14, 15, 16, 17, 18, 19, 27}, {20, 21, 22, 23, 24, 25, 26, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {49, 52, 53, 40, 41, 44}, {48, 42, 43, 45, 46, 47}, {50, 51, 54, 55, 56, 57, 58, 59}, {65, 66, 68, 69, 60, 62}, {64, 67, 61, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87}, {88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",75.34673168682241
976,"[ 7  6  4  2  7  3  4  6  7  0 13 14 13 14 15 17 14 12 17 13 24 26 28 25
 22 27 23 22 21 33 37 35 39 29 32 38 29 36 35 35 42 44 40 46 39 42 42 42
 45 45 52 56 50 50 53 58 51 55 57 49 67 67 68 62 67 66 69 68 62 64 71 75
 71 72 71 79 72 76 69 77 87 85 83 87 85 83 88 89 83 87 97 90 94 96 95 97
 94 94 93 98  1]","[{0, 1, 2, 3, 4, 100, 6, 7, 8, 9, 5}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 21, 22, 23, 24, 25, 26, 27, 28}, {33, 36, 37, 29, 30}, {32, 34, 35, 38, 39, 41, 44, 31}, {40, 42, 43, 45, 46, 47, 48, 49, 59}, {50, 52, 53, 54}, {56, 51}, {57, 58, 55}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",83.1244942913335
981,"[ 9  6  3  6  2  3  5  5  1  1 11 12 13 10  9 10 14 13 17 21 28 24 25 25
 23 29 28 25 20 25 34 34 34 35 32 38 38 34 39 30 41 40 46 44 43 47 44 41
 43 52 58 54 49 57 51 54 51 56 55 62 62 62 69 69 63 68 63 61 62 61 77 75
 76 79 70 73 74 76 75 72 87 85 80 87 89 81 87 89 87 85 99 98 91 95 95 94
 90 90 93 98  1]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 16, 100}, {17, 18, 10, 11, 12, 13, 15}, {19, 21, 22, 23, 24, 25, 27, 29}, {26, 20, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 45, 47}, {48, 42, 43, 44, 46}, {49, 52}, {50, 51, 53, 54, 55, 56, 57, 58}, {64, 65, 66, 67, 68, 69, 59, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",75.44543395229422
984,"[  2 100   9   8   6   0   3   8   7   0  15  12  18  11  11  17  18  12
  14  20  19  22  29  24  20  27  22  23  29  28  34  35  33  35  37  33
  37  31  35  34  44  47  40  42  41  47  43  48  45  41  53  54  49  57
  50  51  50  58  57  55  67  67  63  67  63  68  65  69  69  64  71  75
  76  72  76  73  74  76  75  87  79  80  80  82  89  81  87  89  87  81
  98  90  95  92  91  93  93  90  96  90   1]","[{0, 9, 2, 5}, {1, 100}, {3, 4, 6, 7, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 23, 24, 25, 27}, {21, 22, 26, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 52}, {50, 51, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78}, {79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",76.28538024720626
987,"[ 6  6  3  8  6  6  8  6  2  0 11 12 18 11 18 10 18 12 14 21 22 19 19 27
 20 27 21 23 22 22 34 35 39 35 37 39 34 33 35 35 49 40 46 45 46 47 43 42
 45 40 53 54 59 57 55 51 53 53 59 55 65 67 66 65 63 63 63 69 62 71 71 76
 76 75 71 79 74 79 76 71 79 89 80 88 87 82 87 89 87 81 99 90 95 92 96 93
 90 90 93 90  7]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 24, 26, 28, 29}, {25, 27, 23}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 49, 41}, {48, 42, 43, 44, 45, 46, 47}, {56, 57, 50, 53}, {51, 52, 54, 55, 58, 59}, {64, 65, 66, 68, 60, 62, 63}, {67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 85, 61}, {81, 83, 84, 86, 87, 88, 89}, {96, 97, 99, 90, 91, 94}, {98, 92, 93, 95}]",68.23274347138405
989,"[  6   4   4 100   1   0   4   2   7  17  15  14  11  11  17  10  17  16
  12  27  26  22  26  27  19  29  28  25  22  25  31  34  39  37  36  32
  38  33  39  32  47  40  40  42  41  42  43  41  43  40  51  55  53  52
  56  54  50  53  57  54  62  69  68  65  61  60  65  69  65  61  78  75
  79  74  70  71  72  75  70  71  82  89  84  88  85  89  88  89  86  92
  98  94  91  98  92  92  94  92  92  90   7]","[{0, 1, 2, 3, 4, 5, 6, 100, 7, 8}, {9, 11, 12, 13, 14, 16, 17, 18}, {10, 15}, {19, 23, 24, 25, 27, 29}, {20, 21, 22, 26, 28}, {32, 34, 35, 36, 38, 39, 30, 31}, {33, 37}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 54, 55, 56, 59}, {57, 58, 52, 53}, {65, 66, 68, 60, 62, 63}, {64, 61, 67, 69}, {73, 74, 70, 78}, {71, 72, 75, 76, 77, 79}, {80, 81, 82, 84, 85, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}, {88, 83, 86}]",74.79273546216464
990,"[  2   4   7   5   3   7   8 100   1  11  17  14  11  12  17  17  17   9
  16  26  24  28  19  24  19  27  20  22  22  36  34  37  33  39  36  31
  38  30  32  37  41  49  45  41  40  48  42  42  45  51  54  55  53  56
  50  59  50  55  57  63  67  64  66  69  63  66  63  69  65  66  77  72
  76  72  71  79  77  71  75  77  84  82  84  88  81  83  87  86  89  88
  98  92  91  95  92  99  91  94  96  98   6]","[{0, 1, 2, 3, 4, 5, 100, 7, 6, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {64, 65, 66, 67, 68, 69, 40, 41, 43, 44, 49, 51, 55, 57, 58, 59, 60, 61, 62, 63}, {48, 42, 45, 46, 47}, {50, 52, 53, 54, 56}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 84}, {88, 89, 83, 85}, {86, 87}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",73.43099152136422
