,chromosome,subsets,Q
286,"[  6 100   6 100   1   0   4   4   3   1  15  14  18  15  11  13  14  10
  14  13  27  23  26  27  19  29  23  19  26  37  34  35  31  39  39  33
  39  30  39  46  41  49  40  45  41  48  42  44  45  59  53  55  55  59
  49  57  57  53  55  56  62  63  66  66  63  63  65  60  65  71  73  79
  69  70  76  77  77  76  75  76  81  84  80  82  85  83  89  89  87  88
  98  94  98  90  95  97  90  92  96  97   1]","[{0, 1, 2, 3, 4, 5, 6, 100, 7, 9, 8}, {10, 13, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28}, {16, 18, 11, 12, 14}, {25, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {48, 43, 45}, {64, 65, 66, 67, 68, 60, 61, 62, 63}, {69, 71, 72, 74, 75, 76, 77, 78, 79}, {73, 70}, {80, 81, 82, 83, 84, 85}, {88, 89, 86, 87}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",52.3081766200965
287,"[ 9  7  7  2  0  7  8  0  1  4 17 12 13 14 18 10 18  9 16 18 24 23 21 21
 23 22 21 20 26 37 38 35 33 32 37 32 34 34 30 34 47 39 46 46 47 48 43 49
 43 51 52 49 53 59 51 54 54 53 50 53 67 64 61 61 63 60 62 68 62 61 73 75
 76 76 70 79 79 79 69 77 84 84 89 82 87 82 89 89 87 81 97 94 97 96 97 92
 93 94 93 95  6]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 17, 100}, {11, 12, 13, 14, 16, 18, 19}, {20, 21, 22, 23, 24, 25, 26, 27, 28}, {34, 36, 37, 39, 41, 29}, {38, 30}, {32, 33, 35, 31}, {40, 44, 47, 49, 51, 54, 55, 56}, {48, 42, 43, 45, 46}, {50, 52, 53, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {97, 99, 90, 91, 92, 94, 95}, {96, 98, 93}]",65.2812178852325
288,"[  9 100   0   5   2   7   5   6   7   2  11  17  17  12  18  17  18  11
  17  26  24  28  28  27  19  22  27  22  26  33  31  30  34  39  31  34
  37  33  36  36  47  49  45  48  46  49  42  40  43  40  53  56  55  50
  50  51  53  53  55  53  65  62  63  67  67  66  69  59  67  66  73  77
  73  75  76  73  72  70  76  77  85  84  80  82  80  89  89  84  89  91
  98  96  94  92  95  99  94  99  96  90   6]","[{0, 9, 2, 4}, {1, 3, 100, 5, 6, 7, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {33, 36, 37, 38, 39, 29}, {32, 34, 35, 30, 31}, {40, 41, 42, 44, 45, 46, 47, 49}, {48, 43}, {64, 67, 68, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63}, {65, 66, 60, 69}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",64.39064197024193
289,"[  2   6   9   2   3   0   5 100   3  19  11  13  13  17  17  14  18  18
  16   9  27  22  24  24  22  22  20  26  20  37  31  35  38  37  36  31
  39  36  36  35  49  47  47  42  46  42  43  44  45  41  51  50  53  52
  50  57  53  58  50  52  62  69  59  61  69  60  62  61  67  63  78  74
  79  71  70  77  77  79  76  72  85  82  85  82  81  89  88  89  87  85
  93  90  95  91  97  93  98  92  89  90   7]","[{0, 1, 2, 3, 4, 5, 6, 8, 9, 19}, {100, 7}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {26, 27, 20, 28}, {21, 22, 23, 24, 25}, {32, 33, 34, 35, 36, 37, 38, 39, 29, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 54, 55, 57, 58}, {65, 66, 52, 53, 56, 59, 60, 62}, {64, 67, 68, 69, 61, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {96, 98, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {97, 99, 90, 91, 92, 93, 94, 95}]",67.54185960158247
290,"[  9 100   6   4   2   7   0   4   7  11  15  13  18  17  13  14  13  16
  12  20  28  23  25  21  22  27  19  23  29  36  38  30  33  37  37  34
  37  30  35  33  49  43  40  45  49  48  39  45  47  40  56  56  53  50
  51  57  55  53  50  62  67  64  68  64  62  63  63  60  69  68  71  70
  77  70  73  79  78  76  70  77  87  82  89  82  80  79  87  89  89  84
  96  96  98  98  92  94  90  94  96  98   6]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 100}, {18, 12}, {19, 20, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 46}, {21, 22, 23, 24, 25, 27}, {40, 49, 42, 44}, {48, 41, 43, 45, 47}, {50, 51, 52, 53, 54, 55, 56, 57, 58}, {64, 65, 66, 68, 69, 59, 61, 62, 63}, {67, 60}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 85}, {80, 81, 82, 83, 84, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",51.81464496366978
291,"[ 9  8  9  4  9  6  2  0  7  1 11 12 18 10 18 14 13 13 16 26 27 26 29 21
 19 22 28 26 21 22 39 34 33 37 36 32 38 36 32 37 41 39 47 45 43 47 43 43
 45 59 56 49 49 50 59 57 57 55 50 56 67 64 69 69 62 60 69 63 67 66 71 69
 76 71 71 78 79 79 69 87 79 89 81 85 81 80 89 79 87 97 98 92 95 96 91 92
 91 99 97 98  3]","[{0, 1, 2, 3, 4, 100, 5, 7, 8, 9, 6}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 23, 24, 26, 27, 28}, {25, 29, 22}, {32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 30, 31}, {48, 42, 43, 44, 45, 46, 47}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 78, 60, 61, 62, 63}, {72, 76, 77, 79, 80, 83, 85, 87, 88}, {97, 98, 99, 81, 82, 84, 86, 89, 90}, {96, 91, 92, 93, 94, 95}]",58.829477385401894
295,"[ 4  4  9  6  6  7  5  8  1 14 11 17 17 17 17 10 18  9 14 13 22 24 19 24
 20 27 23 22 26 22 34 37 31 35 31 38 39 36 39 36 44 40 47 46 40 47 44 40
 47 45 53 56 55 57 50 52 57 55 57 53 65 62 65 67 61 63 62 64 67 71 71 74
 79 76 70 77 79 76 69 71 79 84 85 87 80 89 89 88 89 88 91 93 94 98 96 97
 90 92 90 95  6]","[{0, 1, 3, 4, 5, 6, 100, 7, 8}, {2, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 60, 61, 62, 63}, {69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 84}, {82, 83, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",56.33508272662563
298,"[  7 100   0   4   2   3   9 100   7   6  15  12  17  19  16  13  18  14
  12  13  24  19  26  27  22  22  21  20  29  25  37  35  38  32  36  39
  34  30  35  38  42  44  47  48  40  48  44  40  43  40  54  56  59  57
  53  52  59  56  50  53  65  63  66  69  62  60  63  68  65  66  73  79
  76  70  73  73  73  76  70  85  89  84  85  87  85  79  88  79  89  84
  91  94  94  95  95  99  94  99  99  90   3]","[{0, 1, 2, 3, 100, 4, 5, 7, 8}, {9, 6}, {10, 13, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {16, 17, 18, 11, 12, 14}, {37, 30}, {32, 33, 35, 38, 39, 31}, {34, 36}, {49, 40, 41, 42, 44, 46, 47}, {48, 43, 45}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {65, 67, 68, 60}, {64, 66, 69, 61, 62, 63}, {70, 72, 73, 74, 75, 76, 77, 78}, {71, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",62.364567144027646
301,"[ 2  4  6  4  0  3  1  2  6  1 15 18 17 16 17 14 18 13 16 20 26 19 26 27
 20 26 28 26 20 37 38 37 35 32 32 33 29 29 32 44 47 39 47 44 41 42 43 48
 45 41 52 50 55 50 49 56 57 53 59 49 67 63 60 66 62 62 69 68 67 65 71 77
 71 70 71 73 72 79 70 85 79 89 85 88 89 83 88 80 87 80 97 89 89 90 96 94
 91 92 91 95  7]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {29, 36, 37, 31}, {32, 33, 34, 35, 38, 30}, {39, 41, 43, 44, 46, 49, 54, 58, 59}, {48, 40, 42, 45, 47}, {50, 51, 52, 53, 55, 56, 57}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",55.78408434619927
302,"[  7   7   0   8   0   0   5 100   7   2  11  10  18  12  16  10  17  12
  17  22  28  22  20  21  23  23  21  26  26  37  31  32  33  39  37  38
  37  34  32  32  41  44  45  44  39  47  39  49  45  47  52  49  50  50
  53  56  55  55  57  56  65  69  64  69  61  63  63  69  65  63  73  75
  73  76  73  78  77  71  69  76  82  89  89  82  89  84  88  86  89  84
  96  90  98  98  91  94  91  95  93  95   6]","[{0, 1, 2, 3, 4, 5, 100, 7, 8, 6, 9}, {10, 11, 15}, {16, 17, 18, 12, 13, 14}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {34, 29, 36, 37}, {32, 33, 35, 38, 39, 40, 41, 43, 44, 46, 30, 31}, {48, 49, 51, 42, 45, 47}, {50, 52, 53, 54}, {55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 60, 61, 62, 63}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 99, 90, 91, 94, 95}, {98, 92, 93}]",57.06855334174053
303,"[  7 100   0   4   1   7   2   2   6  11  15  13  13  16  18  13  13  16
  17   9  27  22  26  21  19  29  25  25  26  22  34  35  38  32  30  32
  37  34  35  38  47  47  39  47  39  43  39  40  43  40  58  55  55  57
  53  58  54  56  57  52  62  63  59  61  69  69  63  60  67  63  74  72
  77  79  70  77  71  76  69  76  82  89  84  87  82  84  87  89  89  98
  91  89  98  98  96  99  93  89  93  98   1]","[{0, 2, 5, 6, 7, 8}, {1, 3, 100, 4}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24}, {20, 21, 22, 23, 25, 26, 27, 28, 29}, {34, 36, 37, 30}, {32, 33, 35, 38, 39, 42, 44, 46, 31}, {48, 49, 40, 41, 43, 45, 47}, {67, 68, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62}, {64, 65, 66, 69, 61, 78, 63}, {74, 70}, {71, 72, 73, 75, 76, 77, 79}, {80, 82, 84, 85}, {81, 83, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",59.400196341811366
305,"[  5   4   8   5   6   6   9 100   2   1  11  14  13  15  16  10  14  19
  17   9  26  28  28  25  20  27  20  22  20  22  34  37  34  32  35  38
  37  39  30  33  44  44  40  47  49  43  44  43  47  51  58  55  55  56
  56  58  53  58  57  67  65  62  65  66  61  68  63  68  62  78  71  70
  73  71  76  79  77  71  76  74  84  85  83  85  82  89  89  86  86  84
  98  93  91  92  91  97  94  94  91  95   7]","[{0, 1, 3, 4, 5, 6, 9, 17, 18, 19}, {8, 2}, {100, 7}, {16, 10, 11, 12, 13, 14, 15}, {20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 44, 46, 49, 50, 51, 52, 55, 57, 58}, {48, 43, 45, 47}, {56, 53, 54}, {64, 65, 67, 68, 59, 60, 61, 62}, {66, 63}, {69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",58.59373337428127
306,"[ 7  4  0  2  7  6  1  4  3 19 15 17 13 12 16 13 17 16 11 27 22 22 20 24
 19 29 28 23 26 37 38 35 35 29 30 32 34 29 39 30 41 40 43 46 43 49 43 48
 47 54 52 55 53 56 56 57 55 55 50 52 65 69 61 59 62 66 65 68 67 65 79 79
 73 76 79 73 79 70 69 71 89 85 81 88 80 84 89 86 83 80 91 89 93 98 97 97
 91 92 91 98  1]","[{0, 1, 2, 3, 4, 100, 6, 7, 8, 5}, {19, 23, 24, 9, 27}, {10, 12, 13, 15}, {16, 17, 18, 11, 14}, {20, 21, 22}, {33, 29, 37, 25}, {26, 28}, {34, 36, 38, 39, 30}, {32, 35, 31}, {40, 41}, {42, 43, 44, 46}, {45, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 63}, {48, 47}, {64, 65, 66, 69, 78, 60, 61, 62}, {67, 68}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}, {88, 83}]",56.9755179100443
307,"[ 6  9  6  2  3  6  2  5  3  2 13  9 13 16 18 13 14 10 14 13 22 26 28 21
 23 23 22 26 26 33 34 37 35 32 35 38 39 30 30 30 47 49 43 45 43 42 39 44
 43 54 58 54 50 50 56 52 55 56 59 56 67 62 61 65 67 66 69 69 62 61 74 72
 76 72 71 73 79 72 70 70 79 85 89 85 85 82 87 80 87 84 93 96 97 92 97 99
 91 99 93 98  1]","[{0, 1, 2, 3, 100, 5, 6, 4, 8, 9, 7, 11}, {10, 12, 13, 14, 15, 16, 17, 18, 19}, {20, 21, 22, 23, 24, 25, 26, 27, 28}, {29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 46}, {48, 40, 42, 43, 44, 45, 47}, {41, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 86, 87, 88}, {81, 82, 83, 84, 85, 89}, {97, 98, 99, 90, 92, 93, 94, 95}, {96, 91}]",68.80750570771579
308,"[ 6  9  7  8  3  7  4  6  6  1 11 10 13 15 17 14 18 12 14 21 24 19 26 21
 20 23 25 19 22 28 37 35 39 32 35 33 39 29 32 30 41 40 47 46 39 48 39 43
 45 52 52 50 49 54 50 57 57 53 55 55 65 63 68 64 61 69 69 69 67 67 73 72
 76 74 76 79 71 76 75 71 87 85 84 88 89 80 89 89 86 80 97 92 95 92 91 93
 91 99 89 98  6]","[{0, 2, 3, 4, 100, 6, 7, 8, 5}, {1, 9}, {10, 11}, {16, 17, 18, 12, 13, 14, 15}, {19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 42, 43, 44, 46, 47}, {24, 20}, {40, 41}, {48, 45}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {65, 66, 67, 68, 69, 60, 62}, {64, 61, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {97, 98, 99, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90}, {96, 91, 92, 93, 94, 95}]",54.6668662053883
309,"[ 4  8  3  6  6  6  3  0  2 19 11 10 11 15 15 13 13 12 17 17 26 22 26 25
 19 27 22 22 21 37 38 35 39 37 36 33 38 31 30 35 41 49 47 46 39 47 39 49
 47 54 58 54 53 59 49 59 55 55 50 62 65 69 64 67 69 69 62 60 62 62 74 75
 69 70 70 73 79 76 75 73 84 84 80 87 87 81 88 88 87 81 97 89 98 96 97 97
 93 98 90 90  3]","[{0, 1, 2, 3, 4, 100, 6, 7, 8, 5}, {9, 10, 11, 12, 17, 18, 19, 24}, {16, 13, 14, 15}, {20, 21, 22, 23, 25, 26, 27, 28}, {32, 33, 35, 37, 39, 43, 44, 46, 29, 31}, {34, 36, 38, 30}, {40, 41, 42, 45, 47, 48, 49, 51, 54}, {50, 58}, {64, 65, 66, 67, 68, 69, 72, 52, 53, 55, 56, 57, 59, 60, 61, 62, 63}, {70, 71, 73, 74, 75, 76, 77, 78, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91}, {97, 98, 99, 90, 92, 94, 95}, {96, 93}]",55.05246228865225
314,"[  4   8   4   6   1   0 100   5   7   2  13  14  18  16  11  17  18  12
  11  20  28  22  19  25  23  26  19  26  22  36  31  37  33  37  31  32
  29  30  32  42  41  43  43  41  39  43  39  44  47  51  51  56  53  52
  50  57  51  55  57  55  65  67  61  69  63  68  65  61  65  63  71  73
  76  75  70  79  74  72  75  76  82  84  80  87  81  79  88  86  83  80
  98  93  93  98  95  93  91  89  92  90   7]","[{0, 1, 2, 3, 4, 5, 100, 7, 8, 9, 6}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {36, 29}, {32, 33, 34, 35, 37, 38, 30, 31}, {39, 40, 41, 42, 43, 44, 45, 46, 47, 48}, {49, 50, 51, 54, 56}, {52, 53}, {57, 58, 59, 55}, {65, 66, 68, 60}, {67, 61, 62}, {64, 69, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 85}, {80, 97, 82, 89}, {81, 84}, {88, 83, 86, 87}, {96, 98, 99, 90, 91, 92, 93, 94, 95}]",73.23038571571699
315,"[ 7  9  4  4  1  6  7  5  2  0 13 13 13 10  9 10 18 16 16 18 26 24 27 21
 19 26 22 26 22 33 31 35 31 29 37 32 39 30 39 33 41 49 46 47 41 42 44 45
 47 51 51 50 49 57 50 52 51 58 55 52 62 64 69 65 62 68 69 63 69 67 77 79
 77 76 71 78 79 79 69 74 87 80 84 82 87 82 88 84 83 84 99 90 98 91 95 92
 93 89 97 95  7]","[{0, 1, 2, 3, 100, 5, 6, 7, 4, 9, 8, 14}, {10, 11, 12, 13, 15}, {16, 17, 18, 19, 21, 23, 24}, {20, 22, 25, 26, 27, 28}, {33, 36, 38, 39, 29}, {32, 34, 35, 37, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 75, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}]",52.693739320505756
317,"[ 4  7  4  8  1  0  1  1  3 17 13 14 18 15 11 13 13 18 11 17 26 26 24 26
 21 22 20 25 21 22 31 32 39 39 35 38 38 36 30 30 41 44 45 46 49 49 44 44
 43 44 51 56 50 50 51 57 53 58 50 49 62 67 61 62 67 60 62 61 67 68 79 74
 69 72 73 79 79 72 69 74 87 82 83 85 87 83 87 80 86 97 89 90 93 92 97 99
 98 98 93 95  6]","[{0, 1, 2, 4, 5, 6, 7, 100}, {8, 3}, {17, 18, 19, 9, 11, 12, 14}, {16, 10, 13, 15}, {20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 59}, {50, 51, 52, 53, 54, 55, 56, 57, 58}, {64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 60, 61, 62, 63}, {80, 84, 86, 87, 88}, {81, 82, 83, 85}, {96, 97, 98, 89, 90, 91, 92, 93, 94}, {99, 95}]",61.856284688214316
318,"[ 2  8  3  6  2  3  5  8  1 19 11 13 11 10  9 17 14  9 16 13 24 28 28 25
 23 29 21 19 22 22 39 37 33 35 32 38 38 34 35 30 41 47 46 44 43 43 44 41
 43 51 52 50 49 54 51 54 51 56 55 49 62 62 69 64 69 68 63 61 62 61 74 75
 79 79 70 78 74 70 69 72 87 84 80 85 89 81 89 89 87 85 99 90 94 91 95 94
 91 90 93 98  3]","[{0, 2, 3, 4, 100, 5, 6}, {8, 1, 7}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 27}, {20, 21, 22, 23, 24, 25, 26, 28, 29}, {30, 39}, {32, 33, 34, 35, 36, 37, 38, 31}, {40, 41, 47}, {48, 42, 43, 44, 45, 46}, {49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 71, 75, 78, 60, 61, 62, 63}, {74, 76, 77, 70}, {72, 73, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 93}, {92, 94, 95}]",58.96934344200688
321,"[ 5  4  6  5  3  3  2  5  2 17 17 17 17 12 15 10 13 10 14  9 26 28 24 26
 21 27 27 23 26 28 31 34 38 29 35 31 34 30 36 42 41 43 40 47 41 43 44 48
 43 45 56 55 50 56 55 51 54 55 55 56 65 64 64 67 61 62 65 68 62 62 74 72
 73 74 70 73 74 75 75 76 85 85 80 85 89 84 87 79 89 80 93 90 94 98 91 93
 90 99 90 90  1]","[{0, 1, 3, 4, 5, 100, 7}, {8, 2, 6}, {9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}, {33, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 34, 35, 36, 37, 38, 30, 31}, {39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}, {50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 86, 87}, {80, 81, 82, 83, 84, 85, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",71.74574047991506
323,"[ 6  4  6  4  0  6  3  6  3 14 17 12 17 17 17 14 13 10 19 27 28 22 26 27
 21 26 22 19 22 22 34 32 38 35 30 39 39 29 39 38 47 39 47 46 43 49 43 41
 47 44 58 56 59 50 49 58 50 58 59 49 67 62 65 61 61 62 62 69 69 65 77 73
 71 71 70 71 72 72 69 75 85 89 80 88 81 83 89 83 86 81 98 96 98 95 95 93
 98 92 90 98  3]","[{0, 1, 2, 3, 4, 5, 6, 7, 100, 8}, {9, 10, 11, 12, 13, 14, 15, 16, 17}, {27, 18, 19, 23}, {37, 20, 21, 22, 24, 25, 26, 28, 29}, {34, 30}, {32, 33, 35, 36, 38, 39, 40, 41, 42, 47, 48, 31}, {43, 44, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 67, 68, 69, 78, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 79}, {80, 81, 82, 83, 84, 85, 86, 87, 88, 89}, {96, 97, 98, 99, 90, 91, 92}, {93, 94, 95}]",66.23799788317473
324,"[ 7  4  6  6  2  6  2  5  6  2 11 13 18 10 11 13 13 15 16 20 22 28 26 25
 23 29 28 19 21 28 31 30 31 37 32 38 38 30 30 44 44 49 45 45 40 42 44 45
 45 51 53 56 55 59 50 58 53 53 59 63 62 62 60 66 62 62 62 61 67 63 77 77
 69 71 73 78 74 75 76 72 89 89 89 85 80 84 88 79 83 86 98 92 97 96 97 97
 90 94 92 90  1]","[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 100}, {10, 11, 12, 13, 14, 15, 16, 17, 18}, {19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}, {32, 33, 34, 35, 36, 37, 38, 30, 31}, {40, 44, 46, 39}, {41, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 72, 79, 87}, {48, 42, 43, 45, 47}, {70, 71, 73, 74, 75, 76, 77, 78}, {80, 81, 82, 83, 84, 85, 86, 88, 89}, {96, 97, 98, 99, 90, 91, 92, 93, 94, 95}]",65.33217775345351
328,"[  9   6   6 100   0   7   9   8   3   1  13  13  13  12   9  17  14  12
  19  26  24  26  20  25  19  27  20  20  20  36  37  34  39  37  37  34
  37  34  35  37  44  47  45  47  41  42  39  42  45  44  52  56  50  50
  49  51  53  53  59  67  65  63  59  67  69  66  62  61  69  63  74  77
  73  71  71  71  71  76  76  76  81  89  80  82  80  84  89  84  87  84
  97  98  94  90  96  99  90  92  89  90   3]","[{0, 1, 2, 4, 6, 9, 14, 16}, {3, 100, 5, 7, 8}, {17, 10, 11, 12, 13, 15}, {18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28}, {29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 46}, {40, 41, 42, 43, 44, 45, 47, 48, 49, 54}, {50, 51, 52, 53, 55, 56, 57}, {64, 65, 66, 67, 68, 69, 58, 59, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {98, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91}, {96, 97, 99, 90, 92, 93, 94, 95}]",63.44724643747198
330,"[ 5  7  9  5  9  7  7  4  2  1 17 10 13 16 15 17 14 19 17 24 28 24 19 26
 19 29 27 19 22 28 31 34 33 29 36 32 39 29 39 38 42 44 46 45 41 42 44 40
 45 41 54 54 49 54 53 51 57 55 59 56 62 62 61 64 62 63 65 59 65 63 77 77
 76 76 79 77 77 75 76 70 87 89 85 87 82 83 87 86 86 98 96 89 93 96 92 99
 94 98 97 97  3]","[{0, 1, 2, 3, 4, 5, 6, 7, 100, 9, 8}, {10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 32, 33, 35, 37}, {34, 36, 38, 39, 30, 31}, {40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 52}, {67, 50, 51, 53, 54, 55, 56, 57, 58, 59}, {64, 65, 66, 68, 69, 60, 61, 62, 63}, {70, 71, 72, 73, 74, 75, 76, 77, 78, 79}, {80, 82, 83, 84, 85, 86, 87, 88}, {97, 98, 99, 81, 89, 91, 95}, {96, 90, 92, 93, 94}]",54.486115622710315
